Date Inserted	Reporting Date	Sale Month	Store	Artist	Title	ISRC	UPC	Quantity	Team Percentage	Song/Album	Country of Sale	Songwriter Royalties Withheld (USD)	Earnings (USD)	Recoup (USD)
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Lovely Kiss (Jynx Anthem)	QT6HJ2550178	199938104840	7	100	Song	EC	0	0.00117818	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Lovely Kiss (Jynx Anthem)	QT6HJ2550178	199938104840	1	100	Song	EG	0	0.00012863	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Lovely Kiss (Jynx Anthem)	QT6HJ2550178	199938104840	62	100	Song	ES	0	0.10934151	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Lovely Kiss (Jynx Anthem)	QT6HJ2550178	199938104840	144	100	Song	FR	0	0.21863681	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Lovely Kiss (Jynx Anthem)	QT6HJ2550178	199938104840	122	100	Song	GB	0	0.47965353	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Lovely Kiss (Jynx Anthem)	QT6HJ2550178	199938104840	7	100	Song	GR	0	0.02448771	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Lovely Kiss (Jynx Anthem)	QT6HJ2550178	199938104840	7	100	Song	GT	0	0.00213690	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Lovely Kiss (Jynx Anthem)	QT6HJ2550178	199938104840	15	100	Song	HK	0	0.02176487	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Lovely Kiss (Jynx Anthem)	QT6HJ2550178	199938104840	0	100	Song	HN	0	0.00075920	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Lovely Kiss (Jynx Anthem)	QT6HJ2550178	199938104840	5	100	Song	HR	0	0.00825830	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Lovely Kiss (Jynx Anthem)	QT6HJ2550178	199938104840	4	100	Song	ID	0	0.00037803	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Lovely Kiss (Jynx Anthem)	QT6HJ2550178	199938104840	4	100	Song	IE	0	0.00466128	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Lovely Kiss (Jynx Anthem)	QT6HJ2550178	199938104840	2	100	Song	IL	0	0.00166489	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Lovely Kiss (Jynx Anthem)	QT6HJ2550178	199938104840	1	100	Song	IN	0	0.00005933	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Lovely Kiss (Jynx Anthem)	QT6HJ2550178	199938104840	95	100	Song	IT	0	0.09731082	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Lovely Kiss (Jynx Anthem)	QT6HJ2550178	199938104840	6	100	Song	JM	0	0.00070040	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Lovely Kiss (Jynx Anthem)	QT6HJ2550178	199938104840	37	100	Song	JP	0	0.05852111	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Lovely Kiss (Jynx Anthem)	QT6HJ2550178	199938104840	0	100	Song	KR	0	0.00411681	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Lovely Kiss (Jynx Anthem)	QT6HJ2550178	199938104840	10	100	Song	LB	0	0.00293075	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Lovely Kiss (Jynx Anthem)	QT6HJ2550178	199938104840	115	100	Song	MX	0	0.11522034	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Lovely Kiss (Jynx Anthem)	QT6HJ2550178	199938104840	1	100	Song	MY	0	0.00086421	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Lovely Kiss (Jynx Anthem)	QT6HJ2550178	199938104840	1	100	Song	NI	0	0.00016854	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Lovely Kiss (Jynx Anthem)	QT6HJ2550178	199938104840	2	100	Song	NO	0	0.01138017	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Lovely Kiss (Jynx Anthem)	QT6HJ2550178	199938104840	2	100	Song	NZ	0	0.00543098	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Lovely Kiss (Jynx Anthem)	QT6HJ2550178	199938104840	25	100	Song	PA	0	0.00582633	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Lovely Kiss (Jynx Anthem)	QT6HJ2550178	199938104840	15	100	Song	PE	0	0.00761566	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Lovely Kiss (Jynx Anthem)	QT6HJ2550178	199938104840	5	100	Song	PH	0	0.01153506	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Lovely Kiss (Jynx Anthem)	QT6HJ2550178	199938104840	2	100	Song	PK	0	0.00019794	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Lovely Kiss (Jynx Anthem)	QT6HJ2550178	199938104840	3	100	Song	PL	0	0.00802046	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Lovely Kiss (Jynx Anthem)	QT6HJ2550178	199938104840	5	100	Song	PR	0	0.00167277	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Lovely Kiss (Jynx Anthem)	QT6HJ2550178	199938104840	27	100	Song	PT	0	0.01642630	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Lovely Kiss (Jynx Anthem)	QT6HJ2550178	199938104840	4	100	Song	QA	0	0.00502355	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Lovely Kiss (Jynx Anthem)	QT6HJ2550178	199938104840	2	100	Song	RO	0	0.00632197	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Lovely Kiss (Jynx Anthem)	QT6HJ2550178	199938104840	1	100	Song	RS	0	0.00008873	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Lovely Kiss (Jynx Anthem)	QT6HJ2550178	199938104840	3	100	Song	SA	0	0.00433155	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Lovely Kiss (Jynx Anthem)	QT6HJ2550178	199938104840	1	100	Song	SE	0	0.00527347	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Lovely Kiss (Jynx Anthem)	QT6HJ2550178	199938104840	4	100	Song	SK	0	0.00192163	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Lovely Kiss (Jynx Anthem)	QT6HJ2550178	199938104840	10	100	Song	TH	0	0.01548596	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Lovely Kiss (Jynx Anthem)	QT6HJ2550178	199938104840	43	100	Song	TW	0	0.04035169	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Lovely Kiss (Jynx Anthem)	QT6HJ2550178	199938104840	428	100	Song	US	0	1.42512586	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Lovely Kiss (Jynx Anthem)	QT6HJ2550178	199938104840	12	100	Song	VE	0	0.00118553	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Lovely Kiss (Jynx Anthem)	QT6HJ2550178	199938104840	2	100	Song	VN	0	0.00027984	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Lovely Kiss (Jynx Anthem)	QT6HJ2550178	199938104840	1	100	Song	ZA	0	0.00119866	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Evolution (Kaminari no Ishi Ver.)	QT6E82538698	199949537125	1	100	Song	DE	0	0.00853132	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Evolution (Kaminari no Ishi Ver.)	QT6E82538698	199949537125	2	100	Song	MA	0	0.00023102	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Evolution (Kawarazu no Ishi Ver.)	QT6E92505347	199949537125	2	100	Song	ES	0	0.00556066	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Evolution (Kawarazu no Ishi Ver.)	QT6E92505347	199949537125	2	100	Song	IT	0	0.00139187	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Evolution (Kawarazu no Ishi Ver.)	QT6E92505347	199949537125	2	100	Song	MA	0	0.00024992	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Evolution (Kawarazu no Ishi Ver.)	QT6E92505347	199949537125	3	100	Song	MX	0	0.00141760	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Purin no Uta (Encore Ver.)	QT3F42510968	199949537125	1	100	Song	ES	0	0.00019269	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Purin no Uta (Encore Ver.)	QT3F42510968	199949537125	3	100	Song	MX	0	0.00032552	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Shiny Addiction (Irochigai Ver.)	QT6F62515424	199949537125	0	100	Song	ES	0	0.00087576	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Shiny Addiction (Irochigai Ver.)	QT6F62515424	199949537125	1	100	Song	MX	0	0.00041635	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Shiny Addiction (Irochigai Ver.)	QT6F62515424	199949537125	2	100	Song	US	0	0.00659919	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Chimecho Chiriin (Haipaa Boisu Ver.)	QT6F62515423	199949537125	1	100	Song	IT	0	0.00028930	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Chimecho Chiriin (Haipaa Boisu Ver.)	QT6F62515423	199949537125	1	100	Song	MX	0	0.00039535	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Chimecho Chiriin (Haipaa Boisu Ver.)	QT6F62515423	199949537125	1	100	Song	PR	0	0.00040533	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Chimecho Chiriin (Haipaa Boisu Ver.)	QT6F62515423	199949537125	1	100	Song	US	0	0.00036228	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Clefairy Clefairy (Tsuki no Hikari Ver.)	QT6F62515422	199949537125	1	100	Song	EC	0	0.00008926	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Clefairy Clefairy (Tsuki no Hikari Ver.)	QT6F62515422	199949537125	1	100	Song	IT	0	0.00397138	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Clefairy Clefairy (Tsuki no Hikari Ver.)	QT6F62515422	199949537125	1	100	Song	JP	0	0.00136930	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Clefairy Clefairy (Tsuki no Hikari Ver.)	QT6F62515422	199949537125	1	100	Song	PA	0	0.00073085	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Clefairy Clefairy (Tsuki no Hikari Ver.)	QT6F62515422	199949537125	1	100	Song	US	0	0.00209700	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Pallet Town Dreaming (Masara Town Ver.)	QT6F62515419	199949537125	1	100	Song	EC	0	0.00041373	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Pallet Town Dreaming (Masara Town Ver.)	QT6F62515419	199949537125	1	100	Song	TW	0	0.00006038	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Pallet Town Dreaming (Masara Town Ver.)	QT6F62515419	199949537125	2	100	Song	US	0	0.00252123	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Looking for K	QT6F22542399	199952289905	3	100	Song	DE	0	0.00832761	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Looking for K	QT6F22542399	199952289905	1	100	Song	ES	0	0.00189853	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Looking for K	QT6F22542399	199952289905	4	100	Song	US	0	0.04462339	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Don't Call Me Ridiculous	QT6EW2530523	199954405112	1	100	Song	CL	0	0.00172685	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Don't Call Me Ridiculous	QT6EW2530523	199954405112	3	100	Song	EC	0	0.00016959	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Don't Call Me Ridiculous	QT6EW2530523	199954405112	2	100	Song	ES	0	0.00379076	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Don't Call Me Ridiculous	QT6EW2530523	199954405112	1	100	Song	IT	0	0.00021632	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Don't Call Me Ridiculous	QT6EW2530523	199954405112	3	100	Song	MX	0	0.00095924	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Don't Call Me Ridiculous	QT6EW2530523	199954405112	1	100	Song	US	0	0.00184235	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Sorry My Hands Are So Cold	QT6EU2508663	199955460929	1	100	Song	AR	0	0.00051349	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Sorry My Hands Are So Cold	QT6EU2508663	199955460929	1	100	Song	CA	0	0.02901930	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Sorry My Hands Are So Cold	QT6EU2508663	199955460929	1	100	Song	CL	0	0.00096764	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Sorry My Hands Are So Cold	QT6EU2508663	199955460929	1	100	Song	DE	0	0.00579640	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Sorry My Hands Are So Cold	QT6EU2508663	199955460929	4	100	Song	EC	0	0.00061639	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Sorry My Hands Are So Cold	QT6EU2508663	199955460929	15	100	Song	ES	0	0.02804431	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Sorry My Hands Are So Cold	QT6EU2508663	199955460929	1	100	Song	GB	0	0.00245980	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Sorry My Hands Are So Cold	QT6EU2508663	199955460929	0	100	Song	GE	0	0.00008401	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Sorry My Hands Are So Cold	QT6EU2508663	199955460929	1	100	Song	IT	0	0.00216105	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Sorry My Hands Are So Cold	QT6EU2508663	199955460929	1	100	Song	NZ	0	0.00208177	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Sorry My Hands Are So Cold	QT6EU2508663	199955460929	31	100	Song	US	0	0.12990457	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Shiny Addiction	QT6EF2552440	199956692695	12	100	Song	US	0	0.03731488	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Evolution (Kawarazu no Ishi Ver.)	QT6E92505347	199749306730	2	100	Song	EC	0	0.00011183	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Evolution (Kawarazu no Ishi Ver.)	QT6E92505347	199749306730	1	100	Song	JP	0	0.00726756	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Evolution (Kawarazu no Ishi Ver.)	QT6E92505347	199749306730	1	100	Song	MX	0	0.00036753	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Evolution (Kawarazu no Ishi Ver.)	QT6E92505347	199749306730	1	100	Song	PA	0	0.00040743	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Evolution (Kawarazu no Ishi Ver.)	QT6E92505347	199749306730	4	100	Song	US	0	0.02084605	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Evolution (Kawarazu no Ishi Ver.)	QT6E92505347	199749306730	1	100	Song	VE	0	0.00013073	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Evolution (Kaminari no Ishi Ver.)	QT6E82538698	199749306730	1	100	Song	PA	0	0.00049248	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Evolution (Kaminari no Ishi Ver.)	QT6E82538698	199749306730	1	100	Song	RO	0	0.00348467	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Evolution (Kaminari no Ishi Ver.)	QT6E82538698	199749306730	5	100	Song	US	0	0.02061556	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Evolution (Everstone Ver.)	QT6E92505346	199749306730	0	100	Song	BR	0	0.00023312	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Evolution (Everstone Ver.)	QT6E92505346	199749306730	3	100	Song	ES	0	0.00852817	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Evolution (Everstone Ver.)	QT6E92505346	199749306730	1	100	Song	ID	0	0.00020161	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Evolution (Everstone Ver.)	QT6E92505346	199749306730	1	100	Song	IT	0	0.00085318	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Evolution (Everstone Ver.)	QT6E92505346	199749306730	5	100	Song	MX	0	0.00075605	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Evolution (Everstone Ver.)	QT6E92505346	199749306730	1	100	Song	PA	0	0.00064685	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Evolution (Everstone Ver.)	QT6E92505346	199749306730	20	100	Song	PE	0	0.00220568	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Evolution (Everstone Ver.)	QT6E92505346	199749306730	5	100	Song	PR	0	0.00163339	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Evolution (Everstone Ver.)	QT6E92505346	199749306730	17	100	Song	RO	0	0.02594731	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Evolution (Everstone Ver.)	QT6E92505346	199749306730	105	100	Song	US	0	0.16561441	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Evolution (Everstone Ver.)	QT6E92505346	199749306730	1	100	Song	VE	0	0.00010868	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Evolution (Thunder Stone Ver.)	QT6E82538696	199749306730	1	100	Song	DE	0	0.00516479	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Evolution (Thunder Stone Ver.)	QT6E82538696	199749306730	2	100	Song	MX	0	0.00171950	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Evolution (Thunder Stone Ver.)	QT6E82538696	199749306730	1	100	Song	PA	0	0.00102015	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Evolution (Thunder Stone Ver.)	QT6E82538696	199749306730	1	100	Song	RO	0	0.00180718	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Evolution (Thunder Stone Ver.)	QT6E82538696	199749306730	25	100	Song	US	0	0.02923089	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Staryu Starmie (Aqua Jet Ver.)	QT6E92532422	199749539367	2	100	Song	DE	0	0.01165949	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Staryu Starmie (Aqua Jet Ver.)	QT6E92532422	199749539367	4	100	Song	EC	0	0.00039430	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Staryu Starmie (Aqua Jet Ver.)	QT6E92532422	199749539367	1	100	Song	EE	0	0.00089466	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Staryu Starmie (Aqua Jet Ver.)	QT6E92532422	199749539367	1	100	Song	FR	0	0.00350987	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Staryu Starmie (Aqua Jet Ver.)	QT6E92532422	199749539367	3	100	Song	MX	0	0.00057019	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Staryu Starmie (Aqua Jet Ver.)	QT6E92532422	199749539367	5	100	Song	US	0	0.02001965	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Staryu Starmie	QZZ7M2531032	199749539367	7	100	Song	BR	0	0.00408899	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Staryu Starmie	QZZ7M2531032	199749539367	2	100	Song	CA	0	0.00778157	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Staryu Starmie	QZZ7M2531032	199749539367	2	100	Song	EC	0	0.00019794	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Staryu Starmie	QZZ7M2531032	199749539367	12	100	Song	ES	0	0.03306523	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Staryu Starmie	QZZ7M2531032	199749539367	4	100	Song	MX	0	0.00140815	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Staryu Starmie	QZZ7M2531032	199749539367	39	100	Song	US	0	0.12990037	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Purin no Uta (Encore Ver.)	QT3F42510968	199741811775	1	100	Song	CA	0	0.00104167	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Purin no Uta (Encore Ver.)	QT3F42510968	199741811775	1	100	Song	EC	0	0.00156723	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Purin no Uta (Encore Ver.)	QT3F42510968	199741811775	1	100	Song	ID	0	0.00047096	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Purin no Uta (Encore Ver.)	QT3F42510968	199741811775	1	100	Song	KR	0	0.00076183	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Purin no Uta (Encore Ver.)	QT3F42510968	199741811775	3	100	Song	MX	0	0.00380967	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Purin no Uta (Encore Ver.)	QT3F42510968	199741811775	3	100	Song	MY	0	0.00071405	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Purin no Uta (Encore Ver.)	QT3F42510968	199741811775	1	100	Song	PR	0	0.00066837	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Purin no Uta (Encore Ver.)	QT3F42510968	199741811775	1	100	Song	SV	0	0.00015856	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Purin no Uta (Encore Ver.)	QT3F42510968	199741811775	0	100	Song	US	0	0.00321060	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Staryu Starmie (Cosmic Power Ver.)	QT3F42510967	199741811775	2	100	Song	DE	0	0.00486761	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Staryu Starmie (Cosmic Power Ver.)	QT3F42510967	199741811775	15	100	Song	ES	0	0.03114885	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Staryu Starmie (Cosmic Power Ver.)	QT3F42510967	199741811775	19	100	Song	IT	0	0.02538027	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Staryu Starmie (Cosmic Power Ver.)	QT3F42510967	199741811775	1	100	Song	MA	0	0.00007140	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Staryu Starmie (Cosmic Power Ver.)	QT3F42510967	199741811775	14	100	Song	MX	0	0.00474108	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Staryu Starmie (Cosmic Power Ver.)	QT3F42510967	199741811775	2	100	Song	PA	0	0.00113303	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Staryu Starmie (Cosmic Power Ver.)	QT3F42510967	199741811775	1	100	Song	PK	0	0.00015961	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Staryu Starmie (Cosmic Power Ver.)	QT3F42510967	199741811775	19	100	Song	US	0	0.04010860	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Jigglypuff's Song (Uproar Ver.)	QT3F42510966	199741811775	1	100	Song	AR	0	0.00102750	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Jigglypuff's Song (Uproar Ver.)	QT3F42510966	199741811775	1	100	Song	AU	0	0.00320955	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Jigglypuff's Song (Uproar Ver.)	QT3F42510966	199741811775	1	100	Song	BE	0	0.00543045	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Jigglypuff's Song (Uproar Ver.)	QT3F42510966	199741811775	10	100	Song	BR	0	0.00283205	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Jigglypuff's Song (Uproar Ver.)	QT3F42510966	199741811775	1	100	Song	CA	0	0.00587096	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Jigglypuff's Song (Uproar Ver.)	QT3F42510966	199741811775	2	100	Song	CL	0	0.00060904	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Jigglypuff's Song (Uproar Ver.)	QT3F42510966	199741811775	6	100	Song	DE	0	0.01919744	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Jigglypuff's Song (Uproar Ver.)	QT3F42510966	199741811775	5	100	Song	ES	0	0.00413624	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Jigglypuff's Song (Uproar Ver.)	QT3F42510966	199741811775	11	100	Song	GB	0	0.03327367	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Jigglypuff's Song (Uproar Ver.)	QT3F42510966	199741811775	1	100	Song	GE	0	0.00080646	0.00000000
2026-02-24	2026-02-24	2026-01	YouTube (Ads)	Kirbai	Jigglypuff's Song (Uproar Ver.)	QT3F42510966	199741811775	28	100	Song	ID	0	0.00564677	0.00000000
